16384,16384,16384,128,old_carma,3256.05,strong
16384,16384,16384,128,old_carma,3386.2920000000004,strong
16384,16384,16384,128,old_carma,3223.4895,strong
16384,16384,16384,128,old_carma,2995.5660000000003,strong
16384,16384,16384,256,old_carma,1726.2,strong
16384,16384,16384,256,old_carma,1657.152,strong
16384,16384,16384,256,old_carma,1795.248,strong
16384,16384,16384,256,old_carma,1639.89,strong
16384,16384,16384,512,old_carma,1056.3,strong
16384,16384,16384,512,old_carma,1087.989,strong
16384,16384,16384,512,old_carma,1045.7369999999999,strong
16384,16384,16384,512,old_carma,1003.4849999999999,strong
16384,16384,16384,1024,old_carma,619.5,strong
16384,16384,16384,1024,old_carma,600.915,strong
16384,16384,16384,1024,old_carma,607.11,strong
16384,16384,16384,1024,old_carma,650.475,strong
16384,16384,16384,2048,old_carma,384.3,strong
16384,16384,16384,2048,old_carma,368.928,strong
16384,16384,16384,2048,old_carma,368.928,strong
16384,16384,16384,2048,old_carma,415.044,strong
16384,16384,16384,4096,old_carma,217.35000000000002,strong
16384,16384,16384,4096,old_carma,213.00300000000001,strong
16384,16384,16384,4096,old_carma,215.17650000000003,strong
16384,16384,16384,4096,old_carma,204.30900000000003,strong
16384,16384,16384,8192,old_carma,136.5,strong
16384,16384,16384,8192,old_carma,131.04,strong
16384,16384,16384,8192,old_carma,135.135,strong
16384,16384,16384,8192,old_carma,129.675,strong
16384,16384,16384,16384,old_carma,90.3,strong
16384,16384,16384,16384,old_carma,92.106,strong
16384,16384,16384,16384,old_carma,91.203,strong
16384,16384,16384,16384,old_carma,82.173,strong
16384,16384,16384,128,scalapack,4053,strong
16384,16384,16384,128,scalapack,4053,strong
16384,16384,16384,128,scalapack,4053,strong
16384,16384,16384,128,scalapack,4053,strong
16384,16384,16384,144,scalapack,3308,strong
16384,16384,16384,144,scalapack,3308,strong
16384,16384,16384,144,scalapack,3308,strong
16384,16384,16384,144,scalapack,3308,strong
16384,16384,16384,252,scalapack,2239,strong
16384,16384,16384,252,scalapack,2239,strong
16384,16384,16384,252,scalapack,2239,strong
16384,16384,16384,252,scalapack,2239,strong
16384,16384,16384,256,scalapack,2224,strong
16384,16384,16384,256,scalapack,2224,strong
16384,16384,16384,256,scalapack,2224,strong
16384,16384,16384,256,scalapack,2224,strong
16384,16384,16384,288,scalapack,1928,strong
16384,16384,16384,288,scalapack,1928,strong
16384,16384,16384,288,scalapack,1928,strong
16384,16384,16384,288,scalapack,1928,strong
16384,16384,16384,468,scalapack,1565,strong
16384,16384,16384,468,scalapack,1565,strong
16384,16384,16384,468,scalapack,1565,strong
16384,16384,16384,468,scalapack,1565,strong
16384,16384,16384,512,scalapack,1319,strong
16384,16384,16384,512,scalapack,1319,strong
16384,16384,16384,512,scalapack,1319,strong
16384,16384,16384,512,scalapack,1319,strong
16384,16384,16384,576,scalapack,1290,strong
16384,16384,16384,576,scalapack,1290,strong
16384,16384,16384,576,scalapack,1290,strong
16384,16384,16384,576,scalapack,1290,strong
16384,16384,16384,900,scalapack,1117,strong
16384,16384,16384,900,scalapack,1117,strong
16384,16384,16384,900,scalapack,1117,strong
16384,16384,16384,900,scalapack,1117,strong
16384,16384,16384,972,scalapack,1058,strong
16384,16384,16384,972,scalapack,1058,strong
16384,16384,16384,972,scalapack,1058,strong
16384,16384,16384,972,scalapack,1058,strong
16384,16384,16384,1024,scalapack,867,strong
16384,16384,16384,1024,scalapack,867,strong
16384,16384,16384,1024,scalapack,867,strong
16384,16384,16384,1024,scalapack,867,strong
16384,16384,16384,1152,scalapack,837,strong
16384,16384,16384,1152,scalapack,837,strong
16384,16384,16384,1152,scalapack,837,strong
16384,16384,16384,1152,scalapack,837,strong
16384,16384,16384,1332,scalapack,1253,strong
16384,16384,16384,1332,scalapack,1253,strong
16384,16384,16384,1332,scalapack,1253,strong
16384,16384,16384,1332,scalapack,1253,strong
16384,16384,16384,2048,scalapack,760,strong
16384,16384,16384,2048,scalapack,760,strong
16384,16384,16384,2048,scalapack,760,strong
16384,16384,16384,2048,scalapack,760,strong
16384,16384,16384,2196,scalapack,1060,strong
16384,16384,16384,2196,scalapack,1060,strong
16384,16384,16384,2196,scalapack,1060,strong
16384,16384,16384,2196,scalapack,1060,strong
16384,16384,16384,2304,scalapack,647,strong
16384,16384,16384,2304,scalapack,647,strong
16384,16384,16384,2304,scalapack,647,strong
16384,16384,16384,2304,scalapack,647,strong
16384,16384,16384,2916,scalapack,649,strong
16384,16384,16384,2916,scalapack,649,strong
16384,16384,16384,2916,scalapack,649,strong
16384,16384,16384,2916,scalapack,649,strong
16384,16384,16384,3348,scalapack,635,strong
16384,16384,16384,3348,scalapack,635,strong
16384,16384,16384,3348,scalapack,635,strong
16384,16384,16384,3348,scalapack,635,strong
16384,16384,16384,4096,scalapack,1843,strong
16384,16384,16384,4096,scalapack,1843,strong
16384,16384,16384,4096,scalapack,1843,strong
16384,16384,16384,4096,scalapack,1843,strong
16384,16384,16384,4608,scalapack,473,strong
16384,16384,16384,4608,scalapack,473,strong
16384,16384,16384,4608,scalapack,473,strong
16384,16384,16384,4608,scalapack,473,strong
16384,16384,16384,7236,scalapack,675,strong
16384,16384,16384,7236,scalapack,675,strong
16384,16384,16384,7236,scalapack,675,strong
16384,16384,16384,7236,scalapack,675,strong
16384,16384,16384,7776,scalapack,534,strong
16384,16384,16384,7776,scalapack,534,strong
16384,16384,16384,7776,scalapack,534,strong
16384,16384,16384,7776,scalapack,534,strong
16384,16384,16384,8192,scalapack,1449,strong
16384,16384,16384,8192,scalapack,1449,strong
16384,16384,16384,8192,scalapack,1449,strong
16384,16384,16384,8192,scalapack,1449,strong
16384,16384,16384,9216,scalapack,412,strong
16384,16384,16384,9216,scalapack,412,strong
16384,16384,16384,9216,scalapack,412,strong
16384,16384,16384,9216,scalapack,412,strong
16384,16384,16384,11988,scalapack,473,strong
16384,16384,16384,11988,scalapack,473,strong
16384,16384,16384,11988,scalapack,473,strong
16384,16384,16384,11988,scalapack,473,strong
16384,16384,16384,16384,scalapack,377,strong
16384,16384,16384,16384,scalapack,377,strong
16384,16384,16384,16384,scalapack,377,strong
16384,16384,16384,16384,scalapack,377,strong
16384,16384,16384,17028,scalapack,395,strong
16384,16384,16384,17028,scalapack,395,strong
16384,16384,16384,17028,scalapack,395,strong
16384,16384,16384,17028,scalapack,395,strong
16384,16384,16384,18432,scalapack,297,strong
16384,16384,16384,18432,scalapack,297,strong
16384,16384,16384,18432,scalapack,297,strong
16384,16384,16384,18432,scalapack,297,strong
16384,16384,16384,128,cyclops,2982,strong
16384,16384,16384,128,cyclops,2982,strong
16384,16384,16384,128,cyclops,2982,strong
16384,16384,16384,128,cyclops,2982,strong
16384,16384,16384,144,cyclops,2861,strong
16384,16384,16384,144,cyclops,2861,strong
